Date,Country,Population,Total Tests,Total Cases,Total Deaths,Total Recovered,Serious or Critical,Active Cases
2020-05-13,Jamaica,2959659,7465,507,9,100,,398
2020-05-13,Chad,16364523,,372,42,78,,252
2020-05-13,Sierra Leone,7956645,,387,26,97,,264
2020-05-13,Tanzania,59512999,,509,21,183,7,305
2020-05-13,Réunion,894557,17200,439,,354,4,85
2020-05-13,Taiwan,23811805,68107,440,7,375,,58
2020-05-13,Congo,5500730,,333,11,53,,269
2020-05-13,Palestine,5086351,43566,375,2,310,,63
2020-05-13,Nepal,29071791,81659,243,,35,,208
2020-05-13,Ethiopia,114599417,41689,263,5,108,,150
2020-05-13,Benin,12082333,25471,327,2,83,,242
2020-05-13,Isle of Man,84980,3912,332,23,272,20,37
2020-05-13,Mauritius,1271525,69773,332,10,322,,0
2020-05-13,Togo,8254058,11374,219,11,96,,112
2020-05-13,Cabo Verde,555261,791,289,2,61,,226
2020-05-13,CAR,4819377,3498,143,,10,,133
2020-05-13,Montenegro,628057,10167,324,9,307,2,8
2020-05-13,Vietnam,97234232,275000,288,,252,2,36
2020-05-13,Madagascar,27599599,5670,212,,107,1,105
2020-05-13,Rwanda,12911155,44245,287,,164,,123
2020-05-13,South Sudan,11177895,1247,203,,2,,201
2020-05-13,Uganda,45550580,63171,139,,55,,84
2020-05-13,Sao Tome and Principe,218653,175,220,6,4,,210
2020-05-13,Liberia,5042565,,213,20,101,,92
2020-05-13,French Guiana,297687,,153,1,124,,28
2020-05-13,Eswatini,1158724,2262,187,2,48,,137
2020-05-13,Martinique,375298,,189,14,91,2,84
2020-05-13,Myanmar,54366792,12061,181,6,79,,96
2020-05-13,Faeroe Islands,48841,8638,187,,187,,0
2020-05-13,Guadeloupe,400116,,155,13,109,4,33
2020-05-13,Gibraltar,33692,4352,147,,144,,3
2020-05-13,Mozambique,31141818,4365,104,,34,,70
2020-05-13,Brunei,436979,16350,141,1,134,2,6
2020-05-13,Mongolia,3271795,9787,42,,15,2,27
2020-05-13,Yemen,29742981,120,70,12,1,,57
2020-05-13,Bermuda,62304,4642,121,8,66,2,47
2020-05-13,Guyana,786108,1020,113,10,41,3,62
2020-05-13,Cambodia,16690788,14156,122,,121,1,1
2020-05-13,Trinidad and Tobago,1398962,2428,116,8,107,,1
2020-05-13,Aruba,106713,1913,101,3,91,4,7
2020-05-13,Monaco,39209,,96,4,87,1,5
2020-05-13,Bahamas,392795,1670,94,11,41,1,42
2020-05-13,Cayman Islands,65629,4893,86,1,54,3,31
2020-05-13,Barbados,287335,3323,85,7,65,4,13
2020-05-13,Liechtenstein,38115,900,82,1,55,,26
2020-05-13,Mauritania,4633922,2015,15,2,6,,7
2020-05-13,Sint Maarten,42817,329,76,15,46,7,15
2020-05-13,Malawi,19066433,1363,63,3,24,1,36
2020-05-13,Libya,6859926,3253,64,3,28,,33
2020-05-13,French Polynesia,280717,3042,60,,58,1,2
2020-05-13,Syria,17446406,,48,3,29,,16
2020-05-13,Angola,32731783,3000,45,2,14,,29
2020-05-13,Zimbabwe,14836491,20537,37,4,12,,21
2020-05-13,Macao,648258,,45,,43,1,2
2020-05-13,Burundi,11844472,284,15,1,7,,7
2020-05-13,Saint Martin,38585,,39,3,30,1,6
2020-05-13,Eritrea,3540444,,39,,38,,1
2020-05-13,Nicaragua,6615040,,25,8,7,,10
2020-05-13,Antigua and Barbuda,97833,183,25,3,19,1,3
2020-05-13,Botswana,2345678,11495,24,1,17,,6
2020-05-13,Gambia,2407856,1317,23,1,10,,12
2020-05-13,Timor-Leste,1315315,738,24,,21,,3
2020-05-13,Grenada,112462,1406,21,,13,4,8
2020-05-13,Bhutan,770586,12255,11,,5,,6
2020-05-13,Laos,7262665,3975,19,,14,,5
2020-05-13,Belize,396732,1043,18,2,16,,0
2020-05-13,Fiji,895677,1300,18,,14,,4
2020-05-13,New Caledonia,285170,5454,18,,18,,0
2020-05-13,Saint Lucia,183529,727,18,,18,,0
2020-05-13,St. Vincent Grenadines,110899,155,17,,12,,5
2020-05-13,Curaçao,164015,389,16,1,14,,1
2020-05-13,Dominica,71965,420,16,,15,,1
2020-05-13,Namibia,2535193,1543,16,,11,,5
2020-05-13,Saint Kitts and Nevis,53155,327,15,,14,,1
2020-05-13,Falkland Islands,3467,402,13,,13,,0
2020-05-13,Turks and Caicos,38653,109,12,1,10,,1
2020-05-13,Vatican City,801,,12,,2,,10
2020-05-13,Comoros,867268,,11,1,,,10
2020-05-13,Montserrat,4992,36,11,1,8,1,2
2020-05-13,Suriname,586006,404,10,1,9,,0
2020-05-13,Greenland,56759,1505,11,,11,,0
2020-05-13,Seychelles,98275,,11,,10,,1
2020-05-13,British Virgin Islands,30207,167,7,1,4,,2
2020-05-13,Papua New Guinea,8925907,2402,8,,8,,0
2020-05-13,Caribbean Netherlands,26194,357,6,,6,,0
2020-05-13,St. Barth,9874,,6,,6,,0
2020-05-13,Western Sahara,595462,,6,,6,,0
2020-05-13,Anguilla,14987,,3,,3,,0
2020-05-13,Lesotho,2140235,,1,,,,1
2020-05-13,Saint Pierre Miquelon,5797,,1,,1,,0
2020-05-14,USA,330774664,10638893,1457593,86912,318027,16240,1052654
2020-05-14,Russia,145927292,6188102,252245,2305,53530,2300,196410
2020-05-14,Spain,46752703,2467761,272646,27321,186480,1376,58845
2020-05-14,Brazil,212380932,735224,202918,13993,79479,8318,109446
2020-05-14,UK,67844241,2219281,233151,33614,,1559,
2020-05-14,Italy,60471924,2807504,223096,31368,115288,855,76440
2020-05-14,France,65256826,1384633,178870,27425,59605,2299,91840
2020-05-14,Germany,83752855,3147771,174975,7928,150300,1329,16747
2020-05-14,Turkey,84230075,1508824,144749,4007,104030,963,36712
2020-05-14,Iran,83862642,643772,114533,6854,90539,2758,17140
2020-05-14,India,1378381772,1947041,81997,2649,27969,,51379
2020-05-14,Peru,32915899,587292,80604,2267,25151,842,53186
2020-05-14,China,1439323776,,82929,4633,78195,9,101
2020-05-14,Canada,37702769,1169380,73401,5472,36091,502,31838
2020-05-14,Saudi Arabia,34747330,513587,46869,283,19051,156,27535
2020-05-14,Belgium,11583739,623628,54288,8903,14111,407,31274
2020-05-14,Mexico,128770253,142204,40186,4220,26990,378,8976
2020-05-14,Chile,19096687,325417,37040,368,15655,663,21017
2020-05-14,Netherlands,17130492,282776,43481,5590,,410,
2020-05-14,Pakistan,220356788,330750,35788,770,9695,111,25323
2020-05-14,Qatar,2875047,143938,28272,14,3356,72,24902
2020-05-14,Ecuador,17610231,88923,30502,2338,3433,196,24731
2020-05-14,Switzerland,8647139,328163,30463,1872,27100,79,1491
2020-05-14,Belarus,9449678,308156,26772,151,8168,92,18453
2020-05-14,Sweden,10091856,177500,28582,3529,4971,351,20082
2020-05-14,Portugal,10200063,582341,28319,1184,3198,108,23937
2020-05-14,Singapore,5844888,224262,26098,21,5973,20,20104
2020-05-14,Ireland,4931150,258808,23827,1506,19470,69,2851
2020-05-14,UAE,9875965,1560923,21084,208,6930,1,13946
2020-05-14,Bangladesh,164493041,151930,18863,283,3603,1,14977
2020-05-14,Poland,37851327,554357,17615,883,6696,160,10036
2020-05-14,Ukraine,43762985,202495,16847,456,4143,222,12248
2020-05-14,Indonesia,273176544,173690,16006,1043,3518,,11445
2020-05-14,Romania,19251921,286217,16247,1053,9053,225,6141
2020-05-14,Israel,8638917,485922,16579,265,12521,62,3793
2020-05-14,South Africa,59218133,403018,12739,238,5676,119,6825
2020-05-14,Japan,126520115,233144,16120,697,9868,259,5555
2020-05-14,Colombia,50817787,165738,13610,525,3358,130,9727
2020-05-14,Austria,9000366,344606,16058,626,14405,54,1027
2020-05-14,Kuwait,4262847,231930,11975,88,3451,175,8436
2020-05-14,Egypt,102094004,105000,10829,571,2626,41,7632
2020-05-14,Dominican Republic,10834889,47774,11320,422,3351,131,7547
2020-05-14,Philippines,109403890,189469,11876,790,2337,77,8749
2020-05-14,S. Korea,51264120,711484,10991,260,9762,55,969
2020-05-14,Denmark,5789832,357986,10713,537,8805,35,1371
2020-05-14,Serbia,8741321,162797,10374,224,4084,22,6066
2020-05-14,Panama,4306425,45873,8944,256,6067,87,2621
2020-05-14,Czechia,10706690,334714,8351,293,5241,42,2817
2020-05-14,Argentina,45146322,93673,7134,353,2385,170,4396
2020-05-14,Norway,5416217,212655,8196,232,32,23,7932
2020-05-14,Algeria,43752773,6500,6442,529,3158,22,2755
2020-05-14,Bahrain,1693667,214084,6198,10,2353,4,3835
2020-05-14,Afghanistan,38817349,19732,5639,136,691,7,4812
2020-05-14,Australia,25464216,943480,6989,98,6301,18,590
2020-05-14,Morocco,36857758,77922,6607,190,3310,1,3107
2020-05-14,Malaysia,32315733,271721,6819,112,5351,16,1356
2020-05-14,Kazakhstan,18749587,459736,5571,32,2531,31,3008
2020-05-14,Finland,5539729,137000,6145,287,4300,33,1558
2020-05-14,Nigeria,205486161,30657,5162,167,1180,7,3815
2020-05-14,Moldova,4035024,20447,5553,194,2228,251,3131
2020-05-14,Ghana,30991423,167704,5530,24,674,5,4832
2020-05-14,Oman,5089968,61000,4341,18,1303,31,3020
2020-05-14,Armenia,2962604,36016,3860,49,1572,10,2239
2020-05-14,Bolivia,11653648,7651,3148,142,339,3,2667
2020-05-14,Luxembourg,624724,58727,3915,103,3665,11,147
2020-05-14,Iraq,40108260,140573,3143,115,2028,,1000
2020-05-14,Hungary,9663123,123258,3380,436,1169,49,1775
2020-05-14,Cameroon,26461313,,2954,139,1553,28,1262
2020-05-14,Azerbaijan,10128288,214291,2879,35,1833,29,1011
2020-05-14,Thailand,69779718,286008,3018,56,2850,61,112
2020-05-14,Greece,10428746,116233,2770,156,1374,24,1240
2020-05-14,Guinea,13086759,10304,2473,15,895,18,1563
2020-05-14,Uzbekistan,33409960,325000,2645,11,2136,8,498
2020-05-14,Honduras,9885245,5653,2255,123,237,10,1895
2020-05-14,Sudan,43719159,,1818,90,198,,1530
2020-05-14,Senegal,16687100,24599,2189,23,842,6,1324
2020-05-14,Bosnia and Herzegovina,3283087,45810,2218,122,1272,4,824
2020-05-14,Bulgaria,6954222,61711,2100,99,531,51,1470
2020-05-14,Croatia,4108081,50340,2221,94,1850,7,277
2020-05-14,Ivory Coast,26294743,15260,1971,24,930,,1017
2020-05-14,Guatemala,17874358,7200,1342,29,121,5,1192
2020-05-14,Cuba,11327404,75142,1830,79,1383,9,368
2020-05-14,North Macedonia,2083384,20088,1723,95,1235,21,393
2020-05-14,Iceland,340982,55626,1802,10,1780,,12
2020-05-14,Estonia,1326433,67130,1758,62,909,5,787
2020-05-14,Tajikistan,9510530,,907,29,,,878
2020-05-14,Lithuania,2726360,208253,1511,54,934,17,523
2020-05-14,DRC,89204344,,1242,50,157,,1035
2020-05-14,Djibouti,986245,16647,1284,3,905,,376
2020-05-14,New Zealand,4817585,209613,1497,21,1411,2,65
2020-05-14,Slovakia,5459339,131910,1477,27,1112,5,338
2020-05-14,Slovenia,2078905,66678,1464,103,267,7,1094
2020-05-14,Somalia,15835721,,1284,53,135,2,1096
2020-05-14,Gabon,2219053,5530,1104,10,182,13,912
2020-05-14,El Salvador,6482375,48913,1112,23,405,19,684
2020-05-14,Mayotte,271976,5000,1210,16,627,10,567
2020-05-14,Kyrgyzstan,6510930,59490,1082,12,735,13,335
2020-05-14,Maldives,539365,11775,982,4,45,2,933
2020-05-14,Hong Kong,7489763,168291,1052,4,1009,1,39
2020-05-14,Tunisia,11803787,36523,1032,45,770,3,217
2020-05-14,Guinea-Bissau,1962083,1500,913,3,26,,884
2020-05-14,Latvia,1888464,83275,962,19,627,2,316
2020-05-14,Sri Lanka,21402783,39629,925,9,445,1,471
2020-05-14,Albania,2878155,11239,898,31,694,1,173
2020-05-14,Lebanon,6828869,56385,886,26,236,4,624
2020-05-14,Cyprus,1206320,81942,907,17,481,10,409
2020-05-14,Kenya,53621669,36918,758,42,284,1,432
2020-05-14,Niger,24088734,5723,876,50,677,,149
2020-05-14,Mali,20174887,2498,779,46,436,,297
2020-05-14,Costa Rica,5088572,18388,830,8,535,4,287
2020-05-14,Burkina Faso,20829100,,773,51,592,,130
2020-05-14,Paraguay,7121943,18184,754,11,184,,559
2020-05-14,Andorra,77251,1673,761,49,596,3,116
2020-05-14,Zambia,18317156,15487,654,7,124,1,523
2020-05-14,Uruguay,3472331,31209,724,19,547,7,158
2020-05-14,Equatorial Guinea,1396874,854,583,7,13,,563
2020-05-14,Georgia,3990035,34500,667,12,383,6,272
2020-05-14,San Marino,33923,3300,648,41,172,1,435
2020-05-14,Jordan,10191015,131985,586,9,393,5,184
2020-05-14,Venezuela,28445034,535742,455,10,220,2,225
2020-05-14,Malta,441407,45967,522,6,443,1,73
2020-05-14,Channel Islands,173672,5342,549,43,456,,50
2020-05-14,Haiti,11385726,1408,234,18,17,,199
2020-05-14,Jamaica,2959659,7780,509,9,118,,382
2020-05-14,Chad,16364523,,399,46,83,,270
2020-05-14,Sierra Leone,7956645,,408,26,97,,285
2020-05-14,Tanzania,59512999,,509,21,183,7,305
2020-05-14,Réunion,894557,17200,440,,354,4,86
2020-05-14,Taiwan,23811805,68335,440,7,383,,50
2020-05-14,Congo,5500730,,391,15,87,,289
2020-05-14,Palestine,5086351,43566,375,2,310,,63
2020-05-14,Nepal,29071791,81685,249,,35,,214
2020-05-14,Ethiopia,114599417,45278,272,5,108,,159
2020-05-14,Benin,12082333,25471,339,2,83,,254
2020-05-14,Isle of Man,84980,3973,332,23,285,20,24
2020-05-14,Mauritius,1271525,69773,332,10,322,,0
2020-05-14,Togo,8254058,11796,238,11,96,,131
2020-05-14,Cabo Verde,555261,791,315,2,67,,246
2020-05-14,CAR,4819377,3498,143,,10,,133
2020-05-14,Montenegro,628057,10167,324,9,309,2,6
2020-05-14,Vietnam,97234232,275000,312,,260,2,52
2020-05-14,Madagascar,27599599,5670,230,,108,1,122
2020-05-14,Rwanda,12911155,45140,287,,168,,119
2020-05-14,South Sudan,11177895,3356,203,,3,,200
2020-05-14,Uganda,45550580,67559,160,,63,,97
2020-05-14,Sao Tome and Principe,218653,175,235,7,4,,224
2020-05-14,Liberia,5042565,,215,20,105,,90
2020-05-14,French Guiana,297687,,164,1,124,,39
2020-05-14,Eswatini,1158724,2262,187,2,51,,134
2020-05-14,Martinique,375298,,189,14,91,2,84
2020-05-14,Myanmar,54366792,12482,181,6,84,,91
2020-05-14,Faeroe Islands,48841,8638,187,,187,,0
2020-05-14,Guadeloupe,400116,,155,13,109,4,33
2020-05-14,Gibraltar,33692,4750,147,,144,,3
2020-05-14,Mozambique,31141818,5119,115,,35,,80
2020-05-14,Brunei,436979,16523,141,1,134,2,6
2020-05-14,Mongolia,3271795,10162,61,,15,2,46
2020-05-14,Yemen,29742981,120,85,12,1,,72
2020-05-14,Bermuda,62304,4691,122,9,66,2,47
2020-05-14,Guyana,786108,1052,113,10,42,3,61
2020-05-14,Cambodia,16690788,14461,122,,121,1,1
2020-05-14,Trinidad and Tobago,1398962,2516,116,8,107,,1
2020-05-14,Aruba,106713,1937,101,3,93,4,5
2020-05-14,Monaco,39209,,96,4,87,1,5
2020-05-14,Bahamas,392795,1700,96,11,41,1,44
2020-05-14,Cayman Islands,65629,5342,93,1,54,3,38
2020-05-14,Barbados,287335,3480,85,7,65,4,13
2020-05-14,Liechtenstein,38115,900,82,1,55,,26
2020-05-14,Mauritania,4633922,2015,20,2,7,,11
2020-05-14,Sint Maarten,42817,329,76,15,46,7,15
2020-05-14,Malawi,19066433,1363,63,3,24,1,36
2020-05-14,Libya,6859926,3253,64,3,28,,33
2020-05-14,French Polynesia,280717,3170,60,,59,,1
2020-05-14,Syria,17446406,,48,3,29,,16
2020-05-14,Angola,32731783,6136,48,2,14,,32
2020-05-14,Zimbabwe,14836491,36081,37,4,13,,20
2020-05-14,Macao,648258,,45,,43,1,2
2020-05-14,Burundi,11844472,284,15,1,7,,7
2020-05-14,Saint Martin,38585,,39,3,30,1,6
2020-05-14,Eritrea,3540444,,39,,38,,1
2020-05-14,Nicaragua,6615040,,25,8,7,,10
2020-05-14,Antigua and Barbuda,97833,183,25,3,19,1,3
2020-05-14,Botswana,2345678,11495,24,1,17,,6
2020-05-14,Gambia,2407856,1341,23,1,10,,12
2020-05-14,Timor-Leste,1315315,738,24,,21,,3
2020-05-14,Grenada,112462,2419,21,,14,4,7
2020-05-14,Bhutan,770586,12932,20,,5,,15
2020-05-14,Laos,7262665,4092,19,,14,,5
2020-05-14,Belize,396732,1043,18,2,16,,0
2020-05-14,Fiji,895677,1300,18,,14,,4
2020-05-14,New Caledonia,285170,5454,18,,18,,0
2020-05-14,Saint Lucia,183529,727,18,,18,,0
2020-05-14,St. Vincent Grenadines,110899,155,17,,12,,5
2020-05-14,Curaçao,164015,389,16,1,14,,1
2020-05-14,Dominica,71965,420,16,,15,,1
2020-05-14,Namibia,2535193,2011,16,,12,,4
2020-05-14,Saint Kitts and Nevis,53155,327,15,,14,,1
2020-05-14,Falkland Islands,3467,402,13,,13,,0
2020-05-14,Turks and Caicos,38653,109,12,1,10,,1
2020-05-14,Vatican City,801,,12,,2,,10
2020-05-14,Comoros,867268,,11,1,3,,7
2020-05-14,Montserrat,4992,36,11,1,8,1,2
2020-05-14,Suriname,586006,404,10,1,9,,0
2020-05-14,Greenland,56759,1579,11,,11,,0
2020-05-14,Seychelles,98275,,11,,10,,1
2020-05-14,British Virgin Islands,30207,167,7,1,4,,2
2020-05-14,Papua New Guinea,8925907,2402,8,,8,,0
2020-05-14,Caribbean Netherlands,26194,357,6,,6,,0
2020-05-14,St. Barth,9874,,6,,6,,0
2020-05-14,Western Sahara,595462,,6,,6,,0
2020-05-14,Anguilla,14987,,3,,3,,0
2020-05-14,Lesotho,2140235,,1,,,,1
2020-05-14,Saint Pierre Miquelon,5797,,1,,1,,0
2020-05-15,USA,330774664,11090900,1484285,88507,327751,16139,1068027
2020-05-15,Russia,145927292,6413948,262843,2418,58226,2300,202199
2020-05-15,Spain,46752703,2467761,274367,27459,188967,1320,57941
2020-05-15,Brazil,212380932,735224,218223,14817,84970,8318,118436
2020-05-15,UK,67844241,2353078,236711,33998,,1559,
2020-05-15,Italy,60471924,2875680,223885,31610,120205,808,72070
2020-05-15,France,65256826,1384633,179506,27529,60448,2203,91529
2020-05-15,Germany,83752855,3147771,175699,8001,151700,1294,15998
2020-05-15,Turkey,84230075,1547389,146457,4055,106133,944,36269
2020-05-15,Iran,83862642,658604,116635,6902,91836,2727,17897
2020-05-15,India,1378381772,2039952,85784,2753,30258,,52773
2020-05-15,Peru,32915899,605383,84495,2392,27147,851,54956
2020-05-15,China,1439323776,,82933,4633,78209,11,91
2020-05-15,Canada,37702769,1225049,74613,5562,36895,502,32156
2020-05-15,Saudi Arabia,34747330,530265,49176,292,21869,167,27015
2020-05-15,Belgium,11583739,645314,54644,8959,14301,380,31384
2020-05-15,Mexico,128770253,155932,42595,4477,28475,378,9643
2020-05-15,Chile,19096687,341347,39542,394,16614,584,22534
2020-05-15,Netherlands,17130492,287943,43681,5643,,378,
2020-05-15,Pakistan,220356788,344450,37218,803,10155,111,26260
2020-05-15,Qatar,2875047,148173,29425,14,3546,72,25865
2020-05-15,Ecuador,17610231,89817,31467,2594,3433,197,25440
2020-05-15,Switzerland,8647139,334274,30514,1878,27100,69,1536
2020-05-15,Belarus,9449678,321705,27730,156,8807,92,18767
2020-05-15,Sweden,10091856,177500,29207,3646,4971,351,20590
2020-05-15,Portugal,10200063,600061,28583,1190,3328,112,24065
2020-05-15,Singapore,5844888,224262,26891,21,7248,18,19622
2020-05-15,Ireland,4931150,258808,23956,1518,19470,69,2968
2020-05-15,UAE,9875965,1560923,21831,210,7328,1,14293
2020-05-15,Bangladesh,164493041,160512,20065,298,3882,1,15885
2020-05-15,Poland,37851327,576276,18016,907,6918,160,10191
2020-05-15,Ukraine,43762985,211614,17330,476,4473,225,12381
2020-05-15,Indonesia,273176544,178602,16496,1076,3803,,11617
2020-05-15,Romania,19251921,294601,16437,1070,9370,219,5997
2020-05-15,Israel,8638917,485922,16589,266,12587,60,3736
2020-05-15,South Africa,59218133,421555,13524,247,6083,119,7194
2020-05-15,Japan,126520115,233144,16203,713,10338,245,5152
2020-05-15,Colombia,50817787,177050,14216,546,3460,137,10210
2020-05-15,Austria,9000366,351351,16109,628,14471,47,1010
2020-05-15,Kuwait,4262847,236004,12860,96,3640,190,9124
2020-05-15,Egypt,102094004,135000,11228,592,2799,41,7837
2020-05-15,Dominican Republic,10834889,50108,11739,424,3557,127,7758
2020-05-15,Philippines,109403890,191963,12091,806,2460,77,8825
2020-05-15,S. Korea,51264120,726747,11018,260,9821,55,937
2020-05-15,Denmark,5789832,368889,10791,537,8959,32,1295
2020-05-15,Serbia,8741321,168670,10438,225,4301,20,5912
2020-05-15,Panama,4306425,46898,9118,260,6080,72,2778
2020-05-15,Czechia,10706690,342131,8406,295,5381,37,2730
2020-05-15,Argentina,45146322,96893,7479,356,2497,170,4626
2020-05-15,Norway,5416217,216350,8219,232,32,20,7955
2020-05-15,Algeria,43752773,6500,6629,536,3271,22,2822
2020-05-15,Bahrain,1693667,222542,6583,12,2640,4,3931
2020-05-15,Afghanistan,38817349,20854,6053,153,745,7,5155
2020-05-15,Australia,25464216,983816,7019,98,6337,17,584
2020-05-15,Morocco,36857758,81616,6652,190,3400,1,3062
2020-05-15,Malaysia,32315733,424306,6855,112,5439,14,1304
2020-05-15,Kazakhstan,18749587,483236,5689,34,2707,31,2948
2020-05-15,Finland,5539729,140600,6228,293,5000,32,935
2020-05-15,Nigeria,205486161,30657,5450,171,1320,7,3959
2020-05-15,Moldova,4035024,20447,5745,202,2228,251,3315
2020-05-15,Ghana,30991423,167704,5638,28,1460,5,4150
2020-05-15,Oman,5089968,61000,4625,20,1350,31,3255
2020-05-15,Armenia,2962604,37476,4044,52,1666,10,2326
2020-05-15,Bolivia,11653648,7651,3372,152,356,3,2864
2020-05-15,Luxembourg,624724,59987,3923,104,3682,11,137
2020-05-15,Iraq,40108260,140573,3193,117,2089,,987
2020-05-15,Hungary,9663123,127237,3417,442,1287,46,1688
2020-05-15,Cameroon,26461313,,2954,139,1553,28,1262
2020-05-15,Azerbaijan,10128288,220363,2980,36,1886,37,1058
2020-05-15,Thailand,69779718,286008,3025,56,2854,61,115
2020-05-15,Greece,10428746,120015,2810,160,1374,23,1276
2020-05-15,Guinea,13086759,10304,2473,15,895,18,1563
2020-05-15,Uzbekistan,33409960,460000,2686,11,2158,8,517
2020-05-15,Honduras,9885245,5653,2318,133,253,10,1932
2020-05-15,Sudan,43719159,,1964,91,205,,1668
2020-05-15,Senegal,16687100,24599,2310,25,890,6,1395
2020-05-15,Bosnia and Herzegovina,3283087,47149,2236,128,1336,4,772
2020-05-15,Bulgaria,6954222,63319,2138,102,545,51,1491
2020-05-15,Croatia,4108081,51568,2222,95,1869,8,258
2020-05-15,Ivory Coast,26294743,15260,2017,24,942,,1051
2020-05-15,Guatemala,17874358,7200,1518,29,129,5,1360
2020-05-15,Cuba,11327404,77374,1840,79,1425,9,336
2020-05-15,North Macedonia,2083384,20548,1740,97,1251,21,392
2020-05-15,Iceland,340982,56219,1802,10,1782,,10
2020-05-15,Estonia,1326433,68097,1766,63,923,5,780
2020-05-15,Tajikistan,9510530,,1118,33,,,1085
2020-05-15,Lithuania,2726360,216247,1523,54,965,17,504
2020-05-15,DRC,89204344,,1298,50,212,,1036
2020-05-15,Djibouti,986245,16878,1309,4,935,,370
2020-05-15,New Zealand,4817585,216787,1498,21,1421,2,56
2020-05-15,Slovakia,5459339,135902,1480,27,1131,3,322
2020-05-15,Slovenia,2078905,67701,1465,103,270,7,1092
2020-05-15,Somalia,15835721,,1284,53,135,2,1096
2020-05-15,Gabon,2219053,7050,1209,10,219,11,980
2020-05-15,El Salvador,6482375,51142,1210,23,416,19,771
2020-05-15,Mayotte,271976,5000,1210,16,627,10,567
2020-05-15,Kyrgyzstan,6510930,59490,1111,14,745,13,352
2020-05-15,Maldives,539365,11775,1031,4,49,2,978
2020-05-15,Hong Kong,7489763,168291,1053,4,1019,1,30
2020-05-15,Tunisia,11803787,37862,1035,45,802,3,188
2020-05-15,Guinea-Bissau,1962083,1500,913,3,26,,884
2020-05-15,Latvia,1888464,85431,970,19,662,3,289
2020-05-15,Sri Lanka,21402783,39629,935,9,477,1,449
2020-05-15,Albania,2878155,11458,916,31,705,1,180
2020-05-15,Lebanon,6828869,57715,891,26,246,4,619
2020-05-15,Cyprus,1206320,81942,910,17,481,10,412
2020-05-15,Kenya,53621669,36918,781,45,284,1,452
2020-05-15,Niger,24088734,5749,885,51,684,,150
2020-05-15,Mali,20174887,2498,806,46,455,,305
2020-05-15,Costa Rica,5088572,18655,843,9,542,5,292
2020-05-15,Burkina Faso,20829100,,780,51,595,,134
2020-05-15,Paraguay,7121943,18856,759,11,193,,555
2020-05-15,Andorra,77251,1673,761,49,604,3,108
